,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family_size
401,0,3,male,-0.222648200870974,0,0,-0.7582012542105451,S,Third,man,True,S,no,True,0
402,0,3,female,-0.6910310616616139,1,0,-0.6274388614944519,S,Third,woman,False,S,no,False,1
403,0,3,male,-0.03529505655471765,1,0,-0.18358341579616339,S,Third,man,True,S,no,False,1
404,0,3,female,-0.7847076338197417,0,0,-0.7130790201042877,S,Third,woman,False,S,no,True,0
405,0,2,male,0.5267643763940498,1,0,0.19581169546461424,S,Second,man,True,S,no,False,1
406,0,3,male,2.1192661030822255,0,0,-0.780301940303406,S,Third,man,True,S,no,True,0
407,1,2,male,-2.3772093605079174,1,1,0.030056549768157893,S,Second,child,False,S,yes,False,2
408,0,3,male,-0.6910310616616139,0,0,-0.7784602164623343,S,Third,man,True,S,no,True,0
411,0,3,male,0.12387246031513621,0,0,-0.8459925462667527,Q,Third,man,True,Q,no,True,0
414,1,3,male,1.46353009797533,0,0,-0.7674098734159038,S,Third,man,True,S,yes,True,0
415,0,3,female,0.12387246031513621,0,0,-0.7582012542105451,S,Third,woman,False,S,no,True,0
416,1,2,female,0.5267643763940498,1,1,1.043004662357613,S,Second,woman,False,S,yes,False,2
417,1,2,female,-0.9720607781359979,0,2,-0.39353993367834134,S,Second,woman,False,S,yes,False,2
419,0,3,female,-1.7214733554010213,0,2,0.4278688994396529,S,Third,child,False,S,no,False,2
421,0,3,male,-0.6910310616616139,0,0,-0.7815322118292419,Q,Third,man,True,Q,no,True,0
422,0,3,male,0.05838151560341,0,0,-0.7710933210980473,S,Third,man,True,S,no,True,0
423,0,3,female,-0.03529505655471765,1,1,-0.29040339857832415,S,Third,woman,False,S,no,False,2
424,0,3,male,-0.9720607781359979,1,1,0.13779739447085435,S,Third,man,True,S,no,False,2
426,1,2,female,-0.03529505655471765,1,0,0.5641564636789616,S,Second,woman,False,S,yes,False,1
427,1,2,female,-0.8783842059778697,0,0,0.5641564636789616,S,Second,woman,False,S,yes,True,0
429,1,3,male,0.339411232077794,0,0,-0.7582012542105451,S,Third,man,True,S,yes,True,0
430,1,1,male,-0.03529505655471765,0,0,0.6046743881825396,S,First,man,True,S,yes,True,0
432,1,2,female,1.2761769536590737,1,0,0.5641564636789616,S,Second,woman,False,S,yes,False,1
433,0,3,male,-1.0657373502941256,0,0,-0.8263450363301994,S,Third,man,True,S,no,True,0
434,0,1,male,2.0255895309240977,1,0,2.766858177600758,S,First,man,True,S,no,False,1
436,0,3,female,-0.6910310616616139,2,2,1.1811339504379932,S,Third,woman,False,S,no,False,4
437,1,2,female,-0.41000134518722986,2,3,0.030056549768157893,S,Second,woman,False,S,yes,False,5
439,0,2,male,0.2457346599196658,0,0,-0.577712317785515,S,Second,man,True,S,no,True,0
440,1,2,female,1.5572066701334577,1,1,0.582573702089679,S,Second,woman,False,S,yes,False,2
441,0,3,male,-0.7847076338197417,0,0,-0.6513812714283845,S,Third,man,True,S,no,True,0
442,0,3,male,-0.31632477302910195,1,0,-0.7784602164623343,S,Third,man,True,S,no,False,1
443,1,2,female,-0.03529505655471765,0,0,-0.39353993367834134,S,Second,woman,False,S,yes,True,0
444,1,3,male,0.12387246031513621,0,0,-0.7535969446078657,S,Third,man,True,S,yes,True,0
446,1,2,female,-1.4404436389266375,0,1,0.08530826500031011,S,Second,child,False,S,yes,False,1
447,1,1,male,0.5267643763940498,0,0,0.6046743881825396,S,First,man,True,S,yes,True,0
448,1,3,female,-2.1898562161916617,2,1,0.06750247890482834,C,Third,child,False,C,yes,False,3
449,1,1,male,2.2129426752403534,0,0,0.895666755071874,S,First,man,True,S,yes,True,0
450,0,2,male,0.7141175207103057,1,2,0.6930771325539831,S,Second,man,True,S,no,False,3
451,0,3,male,0.12387246031513621,1,0,0.11968956566543712,S,Third,man,True,S,no,False,1
452,0,1,male,0.15205808776153817,0,0,0.6930771325539831,C,First,man,True,C,no,True,0
455,1,3,male,0.05838151560341,0,0,-0.7695610068622756,C,Third,man,True,C,yes,True,0
457,1,1,female,0.12387246031513621,1,0,2.4694197772676723,S,First,woman,False,S,yes,False,1
458,1,2,female,2.0255895309240977,0,0,-0.577712317785515,S,Second,woman,False,S,yes,True,0
460,1,1,male,1.8382363866078417,0,0,0.6046743881825396,S,First,man,True,S,yes,True,0
461,0,3,male,0.5267643763940498,0,0,-0.7582012542105451,S,Third,man,True,S,no,True,0
462,0,1,male,1.7445598144497136,0,0,1.4850183842148297,S,First,man,True,S,no,True,0
463,0,2,male,1.8382363866078417,0,0,-0.39353993367834134,S,Second,man,True,S,no,True,0
465,0,3,male,0.9014706650265619,0,0,-0.8318702078534147,S,Third,man,True,S,no,True,0
468,0,3,male,0.12387246031513621,0,0,-0.7821436641444778,Q,Third,man,True,Q,no,True,0
471,0,3,male,0.9014706650265619,0,0,-0.7130790201042877,S,Third,man,True,S,no,True,0
472,1,2,female,0.43308780423592214,1,2,0.6930771325539831,S,Second,woman,False,S,yes,False,3
473,1,2,female,-0.5036779173453578,0,0,-0.3352162230792816,C,Second,woman,False,C,yes,True,0
474,0,3,female,-0.5973544895034857,0,0,-0.626517999573916,S,Third,woman,False,S,no,True,0
475,0,1,male,0.12387246031513621,0,0,2.479549258393567,S,First,man,True,S,no,True,0
477,0,3,male,0.05838151560341,1,0,-0.8321796174587146,S,Third,man,True,S,no,False,1
478,0,3,male,-0.5973544895034857,0,0,-0.7971868644783517,S,Third,man,True,S,no,True,0
480,0,3,male,-1.8151499275591494,5,2,2.103837594814933,S,Third,child,False,S,no,False,7
482,0,3,male,2.0255895309240977,0,0,-0.7582012542105451,S,Third,man,True,S,no,True,0
489,1,3,male,-1.8151499275591494,1,1,-0.17989996811401984,S,Third,child,False,S,yes,False,2
491,0,3,male,-0.6910310616616139,0,0,-0.8171364171248408,S,Third,man,True,S,no,True,0
495,0,3,male,0.12387246031513621,0,0,-0.28610849858094495,C,Third,man,True,C,no,True,0
497,0,3,male,0.12387246031513621,0,0,-0.23883513102831558,S,Third,man,True,S,no,True,0
499,0,3,male,-0.41000134518722986,0,0,-0.7769279022265626,S,Third,man,True,S,no,True,0
501,0,3,female,-0.6910310616616139,0,0,-0.780301940303406,Q,Third,woman,False,Q,no,True,0
502,0,3,female,0.12387246031513621,0,0,-0.7892011499034646,Q,Third,woman,False,Q,no,True,0
503,0,3,female,0.8077940928684338,0,0,-0.6449352379846334,S,Third,woman,False,S,no,True,0
506,1,2,female,0.43308780423592214,0,2,0.5641564636789616,S,Second,woman,False,S,yes,False,2
507,1,1,male,0.12387246031513621,0,0,0.6046743881825396,S,First,man,True,S,yes,True,0
508,0,3,male,-0.03529505655471765,0,0,0.30815684976999,S,Third,man,True,S,no,True,0
509,1,3,male,-0.222648200870974,0,0,2.8107501401811796,S,Third,man,True,S,yes,True,0
510,1,3,male,0.05838151560341,0,0,-0.780301940303406,Q,Third,man,True,Q,yes,True,0
512,1,1,male,0.7141175207103057,0,0,0.5853362878512867,S,First,man,True,S,yes,True,0
513,1,1,female,2.4002958195566095,1,0,3.0246995153508007,C,First,woman,False,C,yes,False,1
514,0,3,male,-0.41000134518722986,0,0,-0.7990285883194234,S,Third,man,True,S,no,True,0
515,0,1,male,1.7445598144497136,0,0,1.1550404070576892,S,First,man,True,S,no,True,0
516,1,2,female,0.5267643763940498,0,0,-0.577712317785515,S,Second,woman,False,S,yes,True,0
517,0,3,male,0.12387246031513621,0,0,0.4278688994396529,Q,Third,man,True,Q,no,True,0
518,1,2,female,0.7141175207103057,1,0,0.5641564636789616,S,Second,woman,False,S,yes,False,1
519,0,3,male,0.339411232077794,0,0,-0.7695610068622756,S,Third,man,True,S,no,True,0
523,1,1,female,1.46353009797533,0,1,2.920030666015012,C,First,woman,False,C,yes,False,1
524,0,3,male,0.12387246031513621,0,0,-0.8186687313606125,C,Third,man,True,C,no,True,0
525,0,3,male,1.135662095421882,0,0,-0.780301940303406,Q,Third,man,True,Q,no,True,0
528,0,3,male,0.9951472371846896,0,0,-0.7674098734159038,S,Third,man,True,S,no,True,0
529,0,2,male,-0.5036779173453578,2,1,-0.5040433641426455,S,Second,man,True,S,no,False,3
532,0,3,male,-1.0657373502941256,1,1,-0.8186687313606125,C,Third,man,True,C,no,False,2
533,1,3,female,0.12387246031513621,0,2,0.2958762351977237,C,Third,woman,False,C,yes,False,2
534,0,3,female,0.15205808776153817,0,0,-0.7130790201042877,S,Third,woman,False,S,no,True,0
535,1,2,female,-2.0025030718754055,0,2,0.582573702089679,S,Second,child,False,S,yes,False,2
536,0,1,male,1.5572066701334577,0,0,0.6046743881825396,S,First,man,True,S,no,True,0
538,0,3,male,0.12387246031513621,0,0,-0.28303650321403717,S,Third,man,True,S,no,True,0
539,1,1,female,-0.5973544895034857,0,2,2.2953768742863936,C,First,woman,False,C,yes,False,2
541,0,3,female,-1.8151499275591494,4,2,0.9527601941450976,S,Third,child,False,S,no,False,6
542,0,3,female,-1.6277967832428935,4,2,0.9527601941450976,S,Third,child,False,S,no,False,6
543,1,2,male,0.339411232077794,1,0,0.5641564636789616,S,Second,man,True,S,yes,False,1
546,1,2,female,-0.8783842059778697,1,0,0.5641564636789616,S,Second,woman,False,S,yes,False,1
547,1,2,male,0.12387246031513621,0,0,-0.3300004611613664,C,Second,man,True,C,yes,True,0
548,0,3,male,0.43308780423592214,1,1,0.16081894248425108,S,Third,man,True,S,no,False,2
549,1,2,male,-1.9088264997172775,1,1,1.3560977153398084,S,Second,child,False,S,yes,False,2
551,0,2,male,-0.12897162871284584,0,0,0.5641564636789616,S,Second,man,True,S,no,True,0
552,0,3,male,0.12387246031513621,0,0,-0.7744673591748907,Q,Third,man,True,Q,no,True,0
553,1,3,male,-0.5973544895034857,0,0,-0.8189781409659125,C,Third,man,True,C,yes,True,0
554,1,3,female,-0.5973544895034857,0,0,-0.7784602164623343,S,Third,woman,False,S,yes,True,0
556,1,1,female,1.8382363866078417,1,0,1.5660542332219864,C,First,woman,False,C,yes,False,1
559,1,3,female,0.7141175207103057,1,0,-0.06939653764971593,S,Third,woman,False,S,yes,False,1
561,0,3,male,1.088823809342818,0,0,-0.7695610068622756,S,Third,man,True,S,no,True,0
562,0,2,male,-0.03529505655471765,0,0,-0.3567054568569067,S,Second,man,True,S,no,True,0
565,0,3,male,-0.41000134518722986,2,0,0.4278688994396529,S,Third,man,True,S,no,False,2
566,0,3,male,-0.8783842059778697,0,0,-0.7695610068622756,S,Third,man,True,S,no,True,0
567,0,3,female,0.05838151560341,0,4,0.2013368669878294,S,Third,woman,False,S,no,False,4
569,1,3,male,0.339411232077794,0,0,-0.772625635333819,S,Third,man,True,S,yes,True,0
571,1,1,female,2.306619247398482,2,0,2.4411824673363607,S,First,woman,False,S,yes,False,2
572,1,1,male,0.7141175207103057,0,0,0.5927031832155732,S,First,man,True,S,yes,True,0
574,0,3,male,-1.1594139224522537,0,0,-0.7582012542105451,S,Third,man,True,S,no,True,0
575,0,3,male,-0.8783842059778697,0,0,-0.28303650321403717,S,Third,man,True,S,no,True,0
576,1,2,female,0.5267643763940498,0,0,-0.39353993367834134,S,Second,woman,False,S,yes,True,0
577,1,1,female,0.9951472371846896,1,0,2.766858177600758,S,First,woman,False,S,yes,False,1
578,0,3,female,0.12387246031513621,1,0,-0.28610849858094495,C,Third,woman,False,C,no,False,1
579,1,3,male,0.339411232077794,0,0,-0.7674098734159038,S,Third,man,True,S,yes,True,0
580,1,2,female,-0.31632477302910195,1,1,0.8588322782504392,S,Second,woman,False,S,yes,False,2
582,0,2,male,2.4002958195566095,0,0,0.5641564636789616,S,Second,man,True,S,no,True,0
583,0,1,male,0.7141175207103057,0,0,1.6047304338844923,C,First,man,True,C,no,True,0
584,0,3,male,0.12387246031513621,0,0,-0.7093955724221441,C,Third,man,True,C,no,True,0
586,0,2,male,1.7445598144497136,0,0,-0.24620202639260252,S,Second,man,True,S,no,True,0
590,0,3,male,0.620440948552178,0,0,-0.8263450363301994,S,Third,man,True,S,no,True,0
592,0,3,male,1.7445598144497136,0,0,-0.8171364171248408,S,Third,man,True,S,no,True,0
593,0,3,female,0.12387246031513621,0,2,-0.780301940303406,Q,Third,woman,False,Q,no,False,2
594,0,2,male,0.8077940928684338,1,0,0.5641564636789616,S,Second,man,True,S,no,False,1
595,0,3,male,0.7141175207103057,1,1,0.4278688994396529,S,Third,man,True,S,no,False,2
596,1,2,female,0.12387246031513621,0,0,1.0798391391790478,S,Second,woman,False,S,yes,True,0
597,0,3,male,1.9319129587659698,0,0,-1.3512363310356441,S,Third,man,True,S,no,True,0
599,1,1,male,1.9319129587659698,1,0,2.842678264689999,C,First,man,True,C,yes,False,1
600,1,2,female,-0.41000134518722986,2,1,0.6378254173218308,S,Second,woman,False,S,yes,False,3
602,0,1,male,0.12387246031513621,0,0,1.7723273034220206,S,First,man,True,S,no,True,0
603,0,3,male,1.46353009797533,0,0,-0.7582012542105451,S,Third,man,True,S,no,True,0
604,1,1,male,0.620440948552178,0,0,0.6046743881825396,C,First,man,True,C,yes,True,0
605,0,3,male,0.7141175207103057,1,0,-0.2056841018890243,S,Third,man,True,S,no,False,1
606,0,3,male,0.15205808776153817,0,0,-0.7695610068622756,S,Third,man,True,S,no,True,0
607,1,1,male,-0.12897162871284584,0,0,0.895666755071874,S,First,man,True,S,yes,True,0
608,1,2,female,-0.5973544895034857,1,2,1.7118598262719533,C,Second,woman,False,C,yes,False,3
610,0,3,female,0.9951472371846896,1,5,0.9527601941450976,S,Third,woman,False,S,no,False,6
611,0,3,male,0.12387246031513621,0,0,-0.8318702078534147,S,Third,man,True,S,no,True,0
616,0,3,male,0.5267643763940498,1,1,-0.29040339857832415,S,Third,man,True,S,no,False,2
617,0,3,female,-0.222648200870974,1,0,-0.16516617738544598,S,Third,woman,False,S,no,False,1
618,1,2,female,-2.2835327883497896,2,1,1.5218528610362645,S,Second,child,False,S,yes,False,3
619,0,2,male,-0.222648200870974,0,0,-0.577712317785515,S,Second,man,True,S,no,True,0
620,0,3,male,-0.12897162871284584,1,0,-0.28641054129088067,C,Third,man,True,C,no,False,1
621,1,1,male,1.2761769536590737,1,0,2.520376592502445,S,First,man,True,S,yes,False,1
622,1,3,male,-0.7847076338197417,1,1,-0.19156176347568632,C,Third,man,True,C,yes,False,2
623,0,3,male,-0.6910310616616139,0,0,-0.772625635333819,S,Third,man,True,S,no,True,0
624,0,3,male,-0.6910310616616139,0,0,-0.16516617738544598,S,Third,man,True,S,no,True,0
628,0,3,male,-0.222648200870974,0,0,-0.7695610068622756,S,Third,man,True,S,no,True,0
629,0,3,male,0.12387246031513621,0,0,-0.7815322118292419,Q,Third,man,True,Q,no,True,0
631,0,3,male,2.1192661030822255,0,0,-0.8315607982481146,S,Third,man,True,S,no,True,0
632,1,1,male,0.339411232077794,0,0,0.895666755071874,C,First,man,True,C,yes,True,0
633,0,1,male,0.12387246031513621,0,0,-1.3512363310356441,S,First,man,True,S,no,True,0
634,0,3,female,-1.8151499275591494,3,2,0.7041274756004134,S,Third,child,False,S,no,False,5
637,0,2,male,0.2457346599196658,1,1,0.582573702089679,S,Second,man,True,S,no,False,2
638,0,3,female,1.182500381500946,0,5,1.572500266665737,S,Third,woman,False,S,no,False,5
639,0,3,male,0.12387246031513621,1,0,-0.16516617738544598,S,Third,man,True,S,no,False,1
643,1,3,male,0.12387246031513621,0,0,2.8107501401811796,S,Third,man,True,S,yes,True,0
648,0,3,male,0.12387246031513621,0,0,-0.7950357310319799,S,Third,man,True,S,no,True,0
649,1,3,female,-0.5036779173453578,0,0,-0.7950357310319799,S,Third,woman,False,S,yes,True,0
651,1,2,female,-0.9720607781359979,0,1,0.3431496027503532,S,Second,woman,False,S,yes,False,1
652,0,3,male,-0.6910310616616139,0,0,-0.7299639442792334,S,Third,man,True,S,no,True,0
653,1,3,female,0.12387246031513621,0,0,-0.7744673591748907,Q,Third,woman,False,Q,yes,True,0
654,0,3,female,-0.9720607781359979,0,0,-0.8539708939462753,Q,Third,woman,False,Q,no,True,0
657,0,3,female,0.339411232077794,1,1,-0.20936754957116785,Q,Third,woman,False,Q,no,False,2
658,0,2,male,-0.5036779173453578,0,0,-0.39353993367834134,S,Second,man,True,S,no,True,0
661,0,3,male,1.088823809342818,0,0,-0.8189781409659125,C,Third,man,True,C,no,True,0
662,0,1,male,1.7445598144497136,0,0,0.5337680203012777,S,First,man,True,S,no,True,0
663,0,3,male,0.7141175207103057,0,0,-0.7990285883194234,S,Third,man,True,S,no,True,0
664,1,3,male,-0.7847076338197417,1,0,-0.7674098734159038,S,Third,man,True,S,yes,False,1
667,0,3,male,0.12387246031513621,0,0,-0.7784602164623343,S,Third,man,True,S,no,True,0
668,0,3,male,1.369853525817202,0,0,-0.7582012542105451,S,Third,man,True,S,no,True,0
669,1,1,female,0.12387246031513621,1,0,2.479549258393567,S,First,woman,False,S,yes,False,1
670,1,2,female,1.088823809342818,1,1,1.5218528610362645,S,Second,woman,False,S,yes,False,2
671,0,1,male,0.2457346599196658,1,0,2.479549258393567,S,First,man,True,S,no,False,1
673,1,2,male,0.2457346599196658,0,0,-0.39353993367834134,S,Second,man,True,S,yes,True,0
675,0,3,male,-0.9720607781359979,0,0,-0.7784602164623343,S,Third,man,True,S,no,True,0
676,0,3,male,-0.36316305910816576,0,0,-0.7582012542105451,S,Third,man,True,S,no,True,0
677,1,3,female,-0.9720607781359979,0,0,-0.6262085899686161,S,Third,woman,False,S,yes,True,0
678,0,3,female,1.369853525817202,1,6,2.103837594814933,S,Third,woman,False,S,no,False,7
680,0,3,female,0.12387246031513621,0,0,-0.7517552207667941,Q,Third,woman,False,Q,no,True,0
682,0,3,male,-0.7847076338197417,0,0,-0.6716402336801737,S,Third,man,True,S,no,True,0
683,0,3,male,-1.3467670667685094,5,2,2.103837594814933,S,Third,child,False,S,no,False,7
685,0,2,male,-0.31632477302910195,1,2,1.7118598262719533,C,Second,man,True,C,no,False,3
686,0,3,male,-1.3467670667685094,4,1,1.572500266665737,S,Third,child,False,S,no,False,5
687,0,3,male,-0.8783842059778697,0,0,-0.6019641373247476,S,Third,man,True,S,no,True,0
688,0,3,male,-0.9720607781359979,0,0,-0.7769279022265626,S,Third,man,True,S,no,True,0
690,1,1,male,0.2457346599196658,1,0,2.8478940266079142,S,First,man,True,S,yes,False,1
691,1,3,female,-2.2835327883497896,0,1,-0.3628420806953576,C,Third,child,False,C,yes,False,1
693,0,3,male,-0.31632477302910195,0,0,-0.8189781409659125,C,Third,man,True,C,no,True,0
695,0,2,male,2.2129426752403534,0,0,-0.3567054568569067,S,Second,man,True,S,no,True,0
697,1,3,female,0.12387246031513621,0,0,-0.7815322118292419,Q,Third,woman,False,Q,yes,True,0
699,0,3,male,1.2761769536590737,0,0,-0.7876688356676929,S,Third,man,True,S,no,True,0
701,1,1,male,0.620440948552178,0,0,0.5853362878512867,S,First,man,True,S,yes,True,0
702,0,3,female,-0.9720607781359979,0,1,-0.28641054129088067,C,Third,woman,False,C,no,False,1
703,0,3,male,-0.31632477302910195,0,0,-0.7809133926186418,Q,Third,man,True,Q,no,True,0
704,0,3,male,-0.222648200870974,1,0,-0.772625635333819,S,Third,man,True,S,no,False,1
705,0,2,male,0.9951472371846896,0,0,0.5641564636789616,S,Second,man,True,S,no,True,0
706,1,2,female,1.5572066701334577,0,0,-0.3567054568569067,S,Second,woman,False,S,yes,True,0
707,1,1,male,1.2761769536590737,0,0,0.5853362878512867,S,First,man,True,S,yes,True,0
710,1,1,female,-0.41000134518722986,0,0,2.295686283891693,C,First,woman,False,C,yes,True,0
711,0,1,male,0.12387246031513621,0,0,0.6046743881825396,S,First,man,True,S,no,True,0
712,1,1,male,1.8382363866078417,1,0,2.479549258393567,S,First,man,True,S,yes,False,1
713,0,3,male,0.05838151560341,0,0,-0.6526115429542203,S,Third,man,True,S,no,True,0
714,0,2,male,2.2129426752403534,0,0,-0.39353993367834134,S,Second,man,True,S,no,True,0
715,0,3,male,-0.8783842059778697,0,0,-0.7876688356676929,S,Third,man,True,S,no,True,0
717,1,2,female,-0.12897162871284584,0,0,-0.577712317785515,S,Second,woman,False,S,yes,True,0
718,0,3,male,0.12387246031513621,0,0,-0.20936754957116785,Q,Third,man,True,Q,no,True,0
719,0,3,male,0.43308780423592214,0,0,-0.7784602164623343,S,Third,man,True,S,no,True,0
720,1,2,female,-2.0961796440335334,0,1,1.0798391391790478,S,Second,child,False,S,yes,False,1
721,0,3,male,-1.0657373502941256,1,0,-0.8315607982481146,S,Third,man,True,S,no,False,1
722,0,2,male,0.5267643763940498,0,0,-0.39353993367834134,S,Second,man,True,S,no,True,0
723,0,2,male,2.0255895309240977,0,0,-0.39353993367834134,S,Second,man,True,S,no,True,0
724,1,1,male,-0.12897162871284584,1,0,2.5605851074007235,S,First,man,True,S,yes,False,1
725,0,3,male,-0.7847076338197417,0,0,-0.7130790201042877,S,Third,man,True,S,no,True,0
726,1,2,female,0.15205808776153817,3,0,0.19581169546461424,S,Second,woman,False,S,yes,False,3
727,1,3,female,0.12387246031513621,0,0,-0.7812228022239419,Q,Third,woman,False,Q,yes,True,0
728,0,2,male,-0.31632477302910195,1,0,0.5641564636789616,S,Second,man,True,S,no,False,1
729,0,3,female,-0.31632477302910195,1,0,-0.7674098734159038,S,Third,woman,False,S,no,False,1
731,0,3,male,-1.6277967832428935,0,0,0.0328191355297656,C,Third,child,False,C,no,True,0
735,0,3,male,0.011543229524346173,0,0,-0.16516617738544598,S,Third,man,True,S,no,True,0
736,0,3,female,1.8382363866078417,1,3,1.1811339504379932,S,Third,woman,False,S,no,False,4
740,1,1,male,0.12387246031513621,0,0,0.8588322782504392,S,First,man,True,S,yes,True,0
743,0,3,male,-0.41000134518722986,1,0,-0.16516617738544598,S,Third,man,True,S,no,False,1
744,1,3,male,0.2457346599196658,0,0,-0.7674098734159038,S,Third,man,True,S,yes,True,0
746,0,3,male,-1.1594139224522537,1,1,0.14055998023246205,S,Third,man,True,S,no,False,2
747,1,2,female,0.15205808776153817,0,0,-0.39353993367834134,S,Second,woman,False,S,yes,True,0
748,0,1,male,-0.8783842059778697,1,0,2.5605851074007235,S,First,man,True,S,no,False,1
749,0,3,male,0.2457346599196658,0,0,-0.780301940303406,Q,Third,man,True,Q,no,True,0
750,1,2,female,-2.2835327883497896,1,1,0.3431496027503532,S,Second,child,False,S,yes,False,2
751,1,3,male,-2.0961796440335334,0,1,-0.43221613434084794,S,Third,child,False,S,yes,False,1
752,0,3,male,0.43308780423592214,0,0,-0.6513812714283845,S,Third,man,True,S,no,True,0
753,0,3,male,-0.5036779173453578,0,0,-0.7695610068622756,S,Third,man,True,S,no,True,0
756,0,3,male,-0.03529505655471765,0,0,-0.7769279022265626,S,Third,man,True,S,no,True,0
761,0,3,male,1.182500381500946,0,0,-0.8263450363301994,S,Third,man,True,S,no,True,0
762,1,3,male,-0.7847076338197417,0,0,-0.8186687313606125,C,Third,man,True,C,yes,True,0
764,0,3,male,-1.1594139224522537,0,0,-0.7784602164623343,S,Third,man,True,S,no,True,0
766,0,1,male,0.12387246031513621,0,0,1.5660542332219864,C,First,man,True,C,no,True,0
767,0,3,female,0.198896373840602,0,0,-0.780301940303406,Q,Third,woman,False,Q,no,True,0
768,0,3,male,0.12387246031513621,1,0,0.4278688994396529,Q,Third,man,True,Q,no,False,1
769,0,3,male,0.339411232077794,0,0,-0.7351797061971483,S,Third,man,True,S,no,True,0
770,0,3,male,-0.41000134518722986,0,0,-0.6513812714283845,S,Third,man,True,S,no,True,0
771,0,3,male,1.8382363866078417,0,0,-0.772625635333819,S,Third,man,True,S,no,True,0
774,1,2,female,2.4002958195566095,1,3,0.3431496027503532,S,Second,woman,False,S,yes,False,4
775,0,3,male,-0.9720607781359979,0,0,-0.780301940303406,S,Third,man,True,S,no,True,0
777,1,3,female,-2.1898562161916617,0,0,-0.43221613434084794,S,Third,child,False,S,yes,True,0
778,0,3,male,0.12387246031513621,0,0,-0.7812228022239419,Q,Third,man,True,Q,no,True,0
780,1,3,female,-1.4404436389266375,0,0,-0.8186687313606125,C,Third,child,False,C,yes,True,0
781,1,1,female,-1.0657373502941256,1,0,2.8478940266079142,S,First,woman,False,S,yes,False,1
782,0,1,male,0.05838151560341,0,0,0.8588322782504392,S,First,man,True,S,no,True,0
783,0,3,male,0.12387246031513621,1,2,0.37630063188964424,S,Third,man,True,S,no,False,3
784,0,3,male,-0.31632477302910195,0,0,-0.8318702078534147,S,Third,man,True,S,no,True,0
785,0,3,male,-0.31632477302910195,0,0,-0.8171364171248408,S,Third,man,True,S,no,True,0
786,1,3,female,-0.9720607781359979,0,0,-0.7990285883194234,S,Third,woman,False,S,yes,True,0
787,0,3,male,-1.9088264997172775,4,1,0.7943719438129285,Q,Third,child,False,Q,no,False,5
791,0,2,male,-1.1594139224522537,0,0,0.5641564636789616,S,Second,man,True,S,no,True,0
793,0,1,male,0.12387246031513621,0,0,0.9100911361951479,C,First,man,True,C,no,True,0
794,0,3,male,-0.31632477302910195,0,0,-0.7695610068622756,S,Third,man,True,S,no,True,0
795,0,2,male,0.9951472371846896,0,0,-0.39353993367834134,S,Second,man,True,S,no,True,0
796,1,1,female,1.9319129587659698,0,0,0.5589407017610465,S,First,woman,False,S,yes,True,0
797,1,3,female,0.2457346599196658,0,0,-0.711546705868516,S,Third,woman,False,S,yes,True,0
798,0,3,male,0.15205808776153817,0,0,-0.8186687313606125,C,Third,man,True,C,no,True,0
799,0,3,female,0.15205808776153817,1,1,0.4278688994396529,S,Third,woman,False,S,no,False,2
801,1,2,female,0.2457346599196658,1,1,0.582573702089679,S,Second,woman,False,S,yes,False,2
804,1,3,male,-0.12897162871284584,0,0,-0.8373953793766299,S,Third,man,True,S,yes,True,0
805,0,3,male,0.2457346599196658,0,0,-0.7784602164623343,S,Third,man,True,S,no,True,0
806,0,1,male,0.9951472371846896,0,0,-1.3512363310356441,S,First,man,True,S,no,True,0
807,0,3,female,-0.9720607781359979,0,0,-0.7784602164623343,S,Third,woman,False,S,no,True,0
809,1,1,female,0.43308780423592214,1,0,2.5605851074007235,S,First,woman,False,S,yes,False,1
810,0,3,male,-0.222648200870974,0,0,-0.7701724591775114,S,Third,man,True,S,no,True,0
811,0,3,male,0.9951472371846896,0,0,0.4278688994396529,S,Third,man,True,S,no,True,0
812,0,2,male,0.620440948552178,0,0,-0.577712317785515,S,Second,man,True,S,no,True,0
813,0,3,female,-2.0961796440335334,4,2,0.9527601941450976,S,Third,child,False,S,no,False,6
814,0,3,male,0.198896373840602,0,0,-0.7582012542105451,S,Third,man,True,S,no,True,0
816,0,3,female,-0.5036779173453578,0,0,-0.7674098734159038,S,Third,woman,False,S,no,True,0
817,0,2,male,0.2457346599196658,1,1,1.3748243633558253,C,Second,man,True,C,no,False,2
818,0,3,male,1.369853525817202,0,0,-0.8760715800391363,S,Third,man,True,S,no,True,0
819,0,3,male,-1.7214733554010213,3,2,0.7041274756004134,S,Third,child,False,S,no,False,5
821,1,3,male,-0.12897162871284584,0,0,-0.7130790201042877,S,Third,man,True,S,yes,True,0
822,0,1,male,0.9014706650265619,0,0,-1.3512363310356441,S,First,man,True,S,no,True,0
823,1,3,female,-0.12897162871284584,0,1,-0.43221613434084794,S,Third,woman,False,S,yes,False,1
825,0,3,male,0.12387246031513621,0,0,-0.8392371032177015,Q,Third,man,True,Q,no,True,0
826,0,3,male,0.12387246031513621,0,0,2.8107501401811796,S,Third,man,True,S,no,True,0
828,1,3,male,0.12387246031513621,0,0,-0.780301940303406,Q,Third,man,True,Q,yes,True,0
830,1,3,female,-1.2530904946103816,1,0,-0.28641054129088067,C,Third,child,False,C,yes,False,1
833,0,3,male,-0.5036779173453578,0,0,-0.772625635333819,S,Third,man,True,S,no,True,0
